,raw,output,predict
158943,komplek kpkb no . 17 cigondewah rahayu kota bandung,1,3
237981,perum griya mus mustika sari kel. mustika jaya,2,2
94218,lem nyiur 8 22 pondok kelapa rt 3 rw 9 duren sawit,0,2
24899,wijaya kusuma jela kebon pis no 6a rt 5 7 grogol petamburan,2,2
127042,cendana residence blok f 5 no.16,1,1
121100,"depot rich 2, air duri, gurun laweh nan xx lubuk begalung",3,3
22535,raya jatiba kar no 6 jatibarang,0,2
248406,sukahati gg. mush 51 cibinong,2,2
151568,tebet barat dalam vi f 3 tebet barat rt 8 4 tebet,0,2
73939,kranji lapa 13 rt 7 5 17135 bekasi barat,2,2
214599,"laundry melia parangt, bangun harjo sewon",3,3
286584,"letjen. s. par pazia, grogol petamburan",3,2
156179,"drup, no 6 ud. pradnya sari, denpasar timur",3,3
75196,gatot raya 13 bantarjati rt 4 rw 1 bogor utara - kota,2,2
40962,sul agung kayuringin jaya bekasi selatan,2,2
61313,"sur raya sruw,",3,2
5792,"daj timur tambel, puske tambelangan,",3,2
183,dadapsari petek 134 1 semarang utara,2,2
132555,khal mus wedd krandegan,1,2
289516,bedahan bukit riva 31 rt 1 12 16519 sawangan,2,2
91048,"pera, no 8 kosambi",2,2
109583,"arif art stu and gall, raya san, sayan ubud",3,3
32702,"adam aquarium, jenderal urip sumoh, surabaya kedaton",3,3
33011,gg. wari no 19 limau manis tanjung morawa,2,2
296270,pamulang barat ken ii 1,2,2
50234,"rawa laut kena computer, mr. gele harun 28 35213 enggal",3,2
28107,"rejowin,",2,2
155274,jend sudi 372 3 gisikdrono semarang barat,2,2
158887,"perumahan widya asri pw 21 no 24, rt 003  rw 25",1,1
111218,haji r. ras said 99 rt 6 4 setia budi,2,2
46216,"pt so good food, margahayu utara",0,3
159715,kober kembangan,2,2
239129,"kem jaya, 85 rt 17 8 11480 palmerah",2,2
277925,kamp cibe cibogo rt 2 cisauk,0,2
138505,"apit yeh, sempidi mengwi",2,2
65845,"rin bakti raya, bag mitra uta cv, rw 2",3,3
87385,mangsang elteha cake perum bida ayu pintu 2 o 6 29462,3,3
253852,"swasem barat 3,",2,2
130584,tebet barat tebet barat viii 6 rt 10 4 12810 tebet,2,2
87321,ment metr ujung menteng cakung,0,2
95056,"palsigunung no. 5 atau 5a rt 005 002 jembatan biru, tugu cimanggis",1,1
64519,sopo del tower lantai 15 project shopee,1,1
264919,"bank tabungan neg, brig hasan basri banjarmasin utara",3,3
261114,"cengkareng timur ling luar barat, rt 1 2 11730 cengkareng",2,2
110936,"bank neg indonesia, 95996",1,1
204077,gg. vi 13 kedung cowek 2,2,2
117691,"yati suka, pasteur",3,2
13871,"anyit salon, jemb besi raya,",3,3
217372,"pt bpr artha sena, purwodadi purwodadi",0,3
194317,"pig frame, desa bang,",3,1
113924,musyaw ii joglo kembangan,2,2
27954,"waru, 35-75 1",0,2
190996,jaya 1 tambun selatan,2,2
125380,kuningan barat gatot subr 1503 rt 6 1 12710 mampang prapatan,2,2
6545,sid - kutab pamah tanah pinem,0,2
120429,"jorong talago laweh, sulit air",1,1
181238,"comang besar sidamanik, no 1",3,2
170358,"bandar tinggi, tj kasau, stasiun bandar tinggi. pt kereta api indonesia (persero)",1,1
42482,pt grup riset potensial jl. cempaka putih barat 26 no. 32,3,3
244586,batu ampar gg. h. latif 18 rt 11 3 kramat jati,2,2
160336,"bank dki, cendrawasih raya,",3,3
125295,dekat jembatan pagutan,1,1
37561,raya cima 1 jampang kulon jampang kulon,2,2
4009,"rawa sari, rawa sari kel.",2,2
165232,tengg kesambi mejobo,0,2
119642,dur no 2 kalijaga harjamukti,2,2
283923,l.stasiun rancaekek no.8 rt: 01 rw: 05 kelurahan desa: rancaekek wetan,1,1
111423,"pademangan timur h beny sueb, 19 rt 16 10 14410 pademangan",2,2
57698,flamb 6 30 rt 15 7 cikarang selatan,2,2
44564,"kali induk, kampung tengah kramat jati",2,2
103242,"sumber alfa trij pt, kap tend,",0,3
269029,bande sela penjaringan penjaringan,2,2
178187,"kamonji man, 13 94111 palu barat",2,2
280317,gg. pijar 32 kelapa dua wetan rt 5 7 ciracas,2,2
123861,kol. h. burl ario kemuning kemuning,2,2
155110,tanah sareal jend a. yani ii 63 4 tanah sereal,2,2
260898,perumahan metropolitan residence blk c no 4 jl andi djemma (landak baru ),2,3
107156,"sinar garut asli, danau kel dua raya, no n6 1 kelapa dua",3,2
296776,raya kaliw brangsong brangsong,2,2
115568,re mar cipayung ciputat,2,2
25150,"bank bpr jatim, raya bal, tandes",3,3
258787,pes gint 18 cempaka putih 1 ciputat timur,2,2
177977,"mud batu sang vi, no 5 kerobokan kaja kel. kuta utara",2,2
119568,"lemb pendid kur bah ingg bec coko rai pudak,",3,2
181195,raja dersalam bae,2,2
197402,baka batu paluh kemiri lubuk pakam,2,2
107987,"sate ayam bu denung, vete 54316 kebumen",3,3
151918,taman alamanda indah blok e3.,0,1
167293,nasi goreng kambing mansyur dr mans no 94 20131,3,2
258182,"subur jani perta, raya borob,",3,2
28174,perumahan springhill garden jl.seruni no.39,3,3
52108,sukamantri pesan 8 3 15560 pasar kemis,2,2
171947,"estetika klinik k.j, panj, kebayoran lama",0,2
142881,jl baba 750 cigadung cigugur,2,2
17518,"cisaranten mas nurul ikhsan, 43276",1,1
122277,cv rizal indoraya pang muha noor samarinda utara,0,3
76923,t 4 rt 8 12 duri kosambi,2,2
179818,jakasampurna jalak 29 rt 2 15 17145 bekasi barat,2,2
37084,"sat food, raya kanda,",0,3
292345,haji ramli no 90 rt 3 rw 5 rambutan ciracas,2,2
87219,raya must jaya mustika jaya mustika jaya,2,2
23201,per petapahan lubuk pakam,0,2
189443,kampung bantar muncang atas rt 01 rw 05 desa sekarwangi btn puri sekarwangi blok c2 no 29,1,1
67269,"kamp rawa sela 2, 35 rt 3 rw 5 kampung rawa johar baru",2,2
218688,kem vii 19 grogol utara rt 5 rw 3 kebayoran lama,2,2
251066,"sumb kel.,",1,2
123881,gg. cendrawasih ii no 34 80234 denpasar utara,2,2
36114,windunegara ajiba - wan 100 wangon,2,2
169604,pang dip no 100 rimba sekampung dumai kota,0,2
118857,"utama menga ujung ada perti belok kiri. pas di depan taman 8 benteng perumahan benteng muti mas, dari campaka",3,1
171535,"kecam panc mas, depok kel.",2,2
38292,suka maju 6 tamamaung kel.,2,2
47225,wartel dua saud pro,3,2
22758,"bup tulus, no 5 angry, rengat",3,2
11790,"desa gogik, rt 5 rw 13, warung kuning dekat basecamp gunung andong via gogik",1,1
229330,upt puskesmas kebun tebu,1,1
116543,"ast xiv no l 22 tempat pemak umum,",3,2
35779,cilandak barat pang anta 22-25 rw 1 cilandak,2,2
252879,buana impian 2 wish no .2,0,2
272490,"cipinang besar cipi jaya ra, rt 8 7 13410 jatinegara",2,2
275296,"mas jami al-mubarok, jetak ked, kedung dowo",3,3
46801,sungai raya komp griya hus 37 sei sungai raya,2,3
134317,kalib ii 43 b pucang sewu rt 4 rw 8 gubeng,2,2
148390,cilandak timur cilandak commer estate raya cila kko 103 g rt 13 rw 5 12560 pasar minggu,3,2
128292,"kebon jeruk bert collec pd, pasar utara, no 36 40181",3,3
250008,"lensa optik, bukit darmo golf, pradahkali kendal",3,1
298957,"mer gg. iii, 5 pemecutan kaja denpasar utara",2,2
165565,taman bar 1 post&l prod ho kuta selatan,3,2
293825,gang idris no 23 rt 2 10 pulo gadung,2,2
228974,panarung turi 12 74874 pahandut,2,2
15128,kem utara viii bangka mampang prapatan,2,2
148458,perumahan bayur sarana indah blok k no. 2,1,1
72734,sad 8 429-nk rt 3 8 jaka setia bekasi selatan,2,2
135498,kh. much tabr 5 perwira rt 6 4,2,2
96458,"toko nilam, pasar kra baru,",3,3
236764,"sd neg 4 gombol, raya lijen, glagah",0,3
250327,"suta, 164 ketanggungan ketanggungan",2,2
295554,lily ujung air hitam payung sekaki,2,2
35222,gede raya 14 cibodasari rt 4 22 cibodas,2,2
85586,"pt deje citra mulia, raya pasar kec, 82",2,3
264201,"mal raya, malaka sari kel.",2,2
67137,peng bugel godong,2,2
9384,"bar dewata asri, sedap malam, kesiman",3,2
259341,pasirgombong tekno 1 6 cikarang utara,2,2
241963,"hj. iah, ciamis ciamis",1,3
228306,haji saidi 1 no 4 rw 2 cipete utara kel. kebayoran baru,2,2
178808,roti tanj duren timur 2 7 grogol petamburan,3,2
135975,"man, betro kel. sedati",2,2
108216,"sha acc, jend bamb utoyo, 3 ilir",0,2
255384,temp lest vii besar medan labuhan,2,2
138481,"kemu mede, 8 pisangan baru 1 matraman",2,2
5028,bent beta gg. piha poris plawad cipondoh,2,2
269517,bek timur raya cipinang,2,3
222148,"grand perm sepa, no c4 17 pisangan jaya kel. sepatan",2,2
228935,wara 1 no 78 tanjung priok,2,2
97672,"dusun nja, bangun munjungan",2,1
14930,"raya pun cisa, lpk viderista, cisarua",3,2
44374,"spr ville clus, no 6",2,2
255410,buana impian 2 blk hope g no 8 tembesi batu aji batam,1,2
270971,"kemu raya, 159 bojong menteng rt 1 rw 5 rawalumbu",2,2
184499,"atm bank mand,",1,3
106472,"toko aqidah, cendrawasih, air tawar barat",3,3
273238,"kh. wahid has, gondangdia menteng",2,2
123356,"hars, raya buntu, kecila",3,2
21927,"shinta, raya kali, kalijati barat",3,3
223556,"gelatik ix, 11 ciluar rt 7 9 bogor utara - kota",2,2
179343,ra kart brebes brebes,2,2
103791,jln. industri perum citra permata sakinah blok e 18.,1,3
13860,mayj sut semarang tengah,2,2
135172,mala sela 14 mojosongo jebres,2,2
201649,"gereja kemah injil indonesia okahapi, kambera",1,3
61607,"nota & ppat nata lest retno, damai ngaglik",3,2
290080,poros ban maros 29 alatengae bantimurung,2,2
68128,bojong pondok terong pala bali 1 68 16436 cipayung,2,2
176156,"gian, 16 bencongan indah kelapa dua",2,2
130950,parp ren mobil semin semin,0,3
158047,sun andai 8 sungai jingah banjarmasin utara,0,2
98846,dr. ir. h. soek no 146 bnn kota surbaya 1 mulyo rejo,3,2
136426,"bugi sela, tambal ban pak jumari ngestiharjo kasihan",3,3
124422,"raya kete,",2,2
109664,"sla riy, kediri kota",2,2
104679,lagoa munc 100 rt 2 13 koja,2,2
230538,gg. h. amsar sukabumi selatan kebon jeruk,2,2
14400,"raya poris indah, no 33 es kel muda si bontot batuceper",3,3
131367,"smk atlantika wis, pahl semper barat cilincing",3,3
62159,pt. alamin tour & tra umroh dan haji khu cakung,1,3
76374,"maje tak sabi huda,",1,1
171794,"bibit cang dn bunga, nangerang",1,2
100421,got roy no 1518 srijaya alang-alang lebar,2,2
6451,"cluster griya mulya blok c no. 2 jalan mujair raya bambu apus, pamulang",3,3
99396,sungai jawi dalam gg. amal no 13 pontianak barat,2,2
45866,cen iii no 16 cengkareng barat rt 1 rw 6,2,2
33722,pondok bambu warkop abidin mas abi 2 1 13430,3,3
155051,"angg 3, dadap",2,2
43951,jaya toko,1,3
279827,"parang andi map, 8-4 mamajang",2,2
82391,"java, kalia ten, 1",3,2
78045,"nusan, rm pondok selero bintan timur",3,3
230625,"ira, iraonolase lahewa",2,2
245080,"pt ism sumut, binjai utara",0,3
70513,"hangouth, gun mel 1 tarogong kidul",3,2
68780,jasi 25 jatiuwung rt 2 6 cibodas,2,2
278977,geb intan iv cakung timur 13 cakung,2,2
48327,"toko albus, ahmad yani, payakumbuh barat",3,3
116952,bojong menteng bor sela 6 310 rt 5 10 17117 rawalumbu,2,2
144477,bakalan candi muara takus 7 bugul kidul,2,2
50392,"emas 3, muktiharjo kidul kel.",2,2
116394,"wosi dalam, perta,",0,2
231342,jos'sh kar jekulo,1,2
64011,"toko cat tem, cicu",3,1
80362,"war thre gam 6, dha bakti, labuh baru barat",3,2
47409,bali 27 rt 3 1 koja,2,2
68133,"sun raya dalam no 8 bank tabu negara, sungai raya",3,3
175815,raya kamal no 86 kamal kamal,2,3
222514,"trajaya jl. ra rajag jatiw, rajagaluh",2,2
219759,merak raya no 1a,0,2
236113,"saung putu mangla, raya kamo, samarang",3,2
6662,artz ii no 14 rt 4 2 bogor utara - kota,2,2
206601,bina putra landasan ulin timur landasan ulin,2,3
144485,ks. tubun kota bambu selatan aa tra rt 6 1 palmerah,3,2
13572,nias 26 ilir d. i ilir barat i,2,2
85244,"danau tempe v, abadijaya sukmajaya",2,2
296954,jalan fajar baru utara cengkareng timur samping hotel agusta di rmh makan sari minang jaya,3,3
130259,gal klam asri uta xi keputih sukolilo,2,2
66237,"pec kur, pramb raya, 114 cibodas baru",3,2
122351,"mas riyadlussholikhin, debong kidul tegal selatan",1,2
182717,para asri v 14 batununggal bandung kidul,2,2
121347,tebet barat dalam viii k tebet,2,2
186026,"kart, 11 terban gondokusuman",2,2
279803,gedong air dur 13 35118 tanjung karang barat,2,2
42429,jaksa agung supr 22 mangkujayan magetan,2,2
186876,cluster florence blok h4 no. 38 kota wisata. camp imran soccer academy,1,1
26144,"parangt, no 152 patalan kel.",2,2
27076,fatce kan pos geneng,2,3
290489,semanan kamp duri 79 rt 3 rw 1 kalideres,0,2
186681,wij kus sukabumi mayangan,0,2
45688,"war pojok kwan, junwangi krian",1,1
102988,sudi 26 koto inuman inuman,2,2
255196,"pd ber jaya, raden saleh, no 8",3,3
218734,haji agus salim pasar kota rengat,0,2
39942,kan desa pagergunung sirah pulau kikim selatan,1,1
31752,samping taman apung,1,1
115287,"jaya imperial park, cluster imperial terrace blok l no 26",1,1
37209,"cv. bintang utara wisg,",3,3
88267,"bait, no 11b 90231",2,2
150097,jend a yani purwakarta,2,2
297899,kh. agus salim 171-173 bekasi jaya bekasi timur,2,2
22105,"asoka 3, no 27 tropodo kel.",2,2
159915,ban viii mampang prapatan,2,2
120158,"air ter sal dengeng-dengeng, pitu raise riase",1,1
179053,raya villa tange indah 23 gebang raya rt 2 10 periuk,2,2
206531,harjosari ii utama vil muti iii 2 medan amplas,2,2
81417,"griya lakas jaya raya ponoro,",3,3
193797,swad 89 teluk binjai dumai timur,2,2
168209,kra kosa i 9 rt 7 rw 17 cipinang pulo gadung,0,2
111319,master game playstation mulya bha no 1 35121 tanjung karang timur,3,2
93102,kecam jayamekar padalarang,2,2
122286,"yuni,",1,2
39160,boule raya kel gad 10 kelapa gading timur rw 2 kelapa gading,2,2
125500,"butik d2 store, muha jufri 4, rappojawa",3,3
123493,mawar 38 mayangan,2,2
31900,lun cik meme deli bandara a yani jend ahmad yani semarang barat,3,3
195665,dong 168 sukatani tapos,2,2
236901,dewi kun raya no 10 rt 3 rw 16 16152 bogor utara - kota,2,2
90406,"wono mulya ix, no 41 rw 7 semampir",2,2
87828,jati bulak 6 rt 3 22 margahayu bekasi timur,2,2
101709,garuda,2,2
37940,"must jaya, 74 mustika jaya 28 mustika jaya",2,2
291306,tigaraksa gg. edel 15720,2,2
232046,gg. h. romli hasan 6 mampang prapatan mampang prapatan,2,2
138922,kebon elv x 45 3 kebonsari jambangan,2,2
167959,bendungan hilir bendu jatil no 113 rt 1 rw 2 10210 tanah abang,2,2
41319,cepu pemuda 36 cepu,2,2
115150,nerada estate blok b3 8,1,1
289535,"stasiun legok,desa pekuncen kecamatan pekuncen larang pundung",1,1
228604,raya bant 86 bantaran bantaran,2,2
264306,kp.lebak jero rt 02 11 desa ciherang,1,1
150611,kp ciganeal rt 04 rw 02 mekar galih. patokan sd mekar galih arah stasiun ciganea,1,1
184973,"klinik prat suna sei menc, sawit rejo",0,3
187950,"taman pendid al qur (tpq nurul huda, jimb panas, samban bawen",3,1
38837,kebon sirih srik 8 rt 15 rw 7 menteng,2,2
292537,"holi cell,",1,3
53105,stasiun bekasi (saya tunggu di pintu masuk stasiun bekasi ya),1,1
146177,"president university, jababeka education park, jl ki hajar dewantara rt2 rw4, mekarmukti",3,3
28497,"soko ind natural dyes, oto iska din,",3,2
231952,raya barat cimahi,2,2
208966,"kuri xi, ciputat timur",2,2
40029,"pertamina jenggolo, pucang sidoarjo",3,2
249027,"perum taman argo subur, pasanggrahan kel. solear",0,2
36274,gg. h. masim 30-39 rt 2 4 cilangkap cipayung,2,2
137699,tama 15-14 karunrung rappocini,2,2
234290,pakulonan barat gang iii 44 rt 2 rw 2 kelapa dua,0,2
63793,agape 40 malalayang satu barat malalayang,2,2
50918,"perum suro residence, gabus raya,",3,3
244464,perumahan bayur sarana indah blok e no. 34,1,1
14785,jela ging sukasada sukasada,2,2
43759,"mess kampus unrika, jl. pahlawan no. 99 batu aji - batam",3,2
36655,pare i 7 kota baru rt 5 9 bekasi barat,0,2
43975,jatisari damai 1 3 rt 2 3,2,2
235526,manggarai selatan jl. dr. saha jl. ramb 3 rt 3 7,2,2
265574,amun mesjid medan kota,2,2
14893,"glo cellular-ho, per raya perigi",3,2
229861,"sd neg pasangg 2 cil,",1,1
285098,sepatan raya mauk 614 sepatan,2,2
26940,jl. mega kuningan barat menara anugerah kantor taman e3.3 ( cazbar ),3,3
171443,tabr ahmad pontianak barat,2,2
46745,"legok permai b ii j2, legok, kab. tangerang, banten, 15821",1,1
10334,"palat 1 no 52 moonrider, rw 1 kebayoran baru",3,2
187764,"agung barat 30, b1 17b bfg aesthetic clinic, 10 sunter agung",3,3
222518,jabir no 12b ragunan rt 5 7 pasar minggu,2,2
238761,"sel dwik, seluas",3,2
280964,jalan kalimantan no 16 kantor bersama kereta api di stasiun lubuk linggau,3,3
151453,tamangapa taman raya 5 33-35 90235 manggala,2,2
74664,gg. beng 51-73 35119 tanjung karang pusat,2,2
296779,gab 32 medan belawan kota,2,2
158139,"guluk guluk bank bprs bha sumekar, 69463",1,3
262813,mundu barat 17a rt 2 rw 6 koja,2,2
297991,ngadi raya ngadi desa rt 1 3 64162,2,2
136338,"antapani kidul randu viii, 25 40291 antapani (cicadas)",2,2
268736,"alfamart, art por",3,2
72316,trik i 124 rt 4 9 pasar rebo,2,2
98961,"kemurang kulon peja - bumi, 48 52254",2,2
178219,lin suma no 243-247 talang mandi mandau,2,2
76166,jatibening j kemb sep a 143 rt 7 3 17412,2,2
290543,emp baha gg. 2 11 grogol rt 3 8 grogol petamburan,2,2
85238,lembang dha 45-37 lembang,2,2
224875,jl kran muda rt 4 puspasari citeureup,2,2
293545,mulyorejo mulyo utara ii 17-a rt 1 2 mulyorejo,2,2
288253,"taman pendid al-qu sunan kali, tretep",1,3
212957,perumahan bayur sarana indah blok e no. 1 kel. kedaung barat,1,1
189464,gazebo the ngabrink rt02 rw02 blok kampung baru desa ciledug lor kec ciledug kab cirebon,1,1
7162,"ikan hiu, tambakrejo kel. waru",2,2
29531,jend sudi nagri tengah,2,2
199312,garut parigi baru pondok aren,2,2
61454,"cab al-f cappu cincau, dewi sartika barat, waru",3,3
121333,halte lapangan hockey surabaya airlangga,1,1
183459,"ger adv jemaat agape jalan medan- pakam,",0,2
71763,man 39 bumiaji,2,2
119445,"tanah tinggi jae parfum, bala kiri 1 no 5c 5 10540",3,2
46868,"klinik ppti, dr cipto mangunk, pasar jambi",3,2
220232,"tanah kusir iv, 24 9 kebayoran lama selatan kebayoran lama",2,2
116733,lebak indah utara iii gading tambaksari,2,2
19839,selapajang jaya kamp rawa rotan no 84 rt 4 6 15127 neglasari,2,2
199669,"ciracas pd pasar jaya ciracas al00 aks 155-156 raya cira, rt 7 8 ciracas",3,2
38136,"aswin collection,",1,1
207420,pis kipas barat 56 jatimulyo lowokwaru,2,2
230253,"ama, 45 banguntapan banguntapan",2,2
26925,"pan, pasar rebo",2,2
23888,pabuaran mas uswa hasa 61 rt 1 4 bojonggede,2,2
54913,wisata danau rakihan,1,1
62010,rs. fatma raya 23 rt 1 6 gandaria utara kebayoran baru,2,2
271629,par kesit viii no 4 rw 8 tlogosari kulon pedurungan,2,2
174555,peri kemerd no 8 suka tiger club gunung parang cikole,3,3
159899,"men,",2,2
145769,"green garden asri madiun, jl. manis raya no. b 28, nambangan lor, manguharjo, 63128",3,3
47902,btn soek,3,3
291925,"raya ban, lopang kel.",2,2
171991,"balai nikah kua ton, raya lumb tongas",3,3
84088,jend sudi wara timur,2,2
281801,"banjaragung raden wij, 16 puri",2,2
45878,gg. belim kasepuhan batang,2,2
75509,rengas man dalam 182 rw 1 15412,2,2
84223,"queen nusi, curup",3,2
298540,"waroeng adhe, tanjung morawa",1,1
115888,jamb 1 7-18 harapan jaya rt 4 4 bekasi utara,2,2
279692,"wisma pusdi teknologi mineral dan batu, jend. sudi, warung muncang andir",3,3
151742,encona engine inc pt setia budi,1,3
299196,"gedog letda mark, 31-35 66137",2,2
91463,lin batu way lima,2,2
232899,jambu jati padang,2,2
3414,paccerakkang fet no 52 biring kanaya,2,2
234043,"metta, simp wilis indah, pasar satelit",0,2
46571,"toko kitab dan buku rah jl perwira,",3,3
140553,kota baru gg. nurul hasa 27 pontianak selatan,2,2
90886,padang kerta angg raya 88 karang asem,2,2
82096,"budi utomo, 223 mutiara kisaran timur kota",2,2
40843,besuki jl raya rt 4 rw 4 68356 besuki,2,2
232248,jeng no 1 pucang sidoarjo,2,2
278368,"jend sudi, 28 samsara spa rw 1 gelora",0,2
155060,menanggal kel gad 3 rt 4 rw 1 gayungan,2,2
254608,malango' sawerig 17 91833 rantepao,2,2
224377,"met, yos sudarso,",3,2
180788,delima del 144 tampan,2,2
199520,"yayasan citra ins, cipanas-j, kalongsawah jasinga",3,3
198101,"raya solo purwo, no 193 tb luma group kragilan",3,3
238248,"nuansa musik, lapa tembak cibubur ciracas",3,1
7168,"pas 1, rt 2 14 tanah tinggi tangerang",2,2
90779,kayu aya no 32 the jas villas,3,3
74061,"sdn 1 landasan ulin utara, landasan ulin barat",1,1
127886,"mak xii, gebang raya periuk",2,2
40099,"akcaya kel. gang peri 1, no 44",2,2
133751,"bri unit johan pahlawan, ujung kalak johan pahlawan",1,1
97599,"sumin siswanto, mar, no 8 rt 4 rw 1 12450 cilandak",3,2
214696,jl. m. saleh wer setabelan banjarsari,2,2
8558,"gang tanah ren, no 19a rw 6",2,2
12501,"grafikaprima perkasamulia. pt, rt 11 cengkareng",1,3
291048,"maia collection, let jend supr, tanjung karang pusat",3,3
58995,"faiq,bengkel joss, rt 04 rw 02 depan alfamart cangkiran dekat terminal cangkiran",0,1
