,POI,hash_raw_address
88331,sd negeri bantarwaru 2,sd negeri bantar 2 ligung indra
88352,toko peralatan rumah tangga,toko peralatan rumah tan tegal tirto
88366,madrasah tsanawiyah satap belanti,madrasah tsanawiyah satap belajar binjai pemangkih
88367,pureman,pure langkuru utara
88379,pondok pesantren darussalam pangkal pinang,jenderal a yani dalam 3 pondok pesantren darussalam pangkas pinang 
88390,ponpes darul hikam,pondok darul hikam 
88398,armada per mobil,armada permai mobil pempek 
88402,antasa almunium,antara almunium raya klakahrejo
88407,alumni bumituah consultant,alumni bumi consultant kampus notaris d 28
88424,toko bersatu makmur sejahtera,toko bersama makmur sejahtera perum sido asri 
88425,sanggar panji sasana nuswantara,sanggar panji sastra nuswantara ngadiluwih
88441,agen grosir ice pack gel solo murah,ir juanda a1 180 agen grosir ice pack gelora solo murah bejen
88452,sidorejo jetis mojokerto,sido jetis mojokerto raya pasar jetis perning
88475,unicorn cafe & meeting room,unicorn cafe meeting room adi sumatera klodran colomadu
88476,perumahan,toddo 10 2 borong perum manggala
88483,bella bakery & cake,bella bakery cake sekip 
88505,cv jaya santosa,cv jaya santoso rana iii kota lama
88509,mts swasta rabitatussa'adah,mts swasta rabitatussa 
88510,junphui' s collection,junphui s collection pempek baru a u r medan maimun
88511,soto mat tjangkir tembalang,soto mat tjandra temba timbel raya bulusan tembalang
88514,warung makan bakmoy 63,warung makan bakery 63 low sorosutan
88522,sd plus muhammadiyah pancor,sd plus muhammadiyah pantai kh ahmad dahlia selong
88556,majelis ta'lim jeurat,majelis ta jeurat 
88566,dolce bakery & cake,dolce bakery cake boulevard kel gading 
88572,bakmi cakruk 55,punokawan notaris 71 bakmi cak 55 mujahidin muju umbulharjo
88584,masscom media pt,massage media pt merak semarang utara
88590,dpmptsp prov. jabar,dpmptsp provinsi jabar pelangi pejuang 45 notaris 23 lingkar selatan lengkong
88591,pt. glitterindo pratama,raya servis notaris 15a pt glitterindo pratama
88593,bengkel trisno joyo,bengkel tri joyo pesantren 
88617,toko populer,toko popular sejahtera melayu singkawang barat
88640,rumah makan sakban,rumah makan sakura fat jambi timur
88643,bata sepatu pt,pulau irian notaris 240 batagor sepatu pt 
88660,toko bangunan usaha bersama,toko bang usaha bersama 
88671,musholla langgar surau baitul a'la,musholla langgeng baitul a la nguneng
88683,masjid al-amin,masjid al a raya kemuning sumber sari moyudan
88685,"notaris dina arfina, s.h., m.kn",notaris dina arfi s h m kn teungoh imam bon setia
88695,kios busan jeans pria pak no pingit,kios busan jeans pria pak notaris pinang 
88699,perak i wayan tarmen,perak i wayan taruna 
88720,tjipto,tji hayam wuruk kaliwates
88724,j&t express,j t express raya man suko mulyo manyar
88727,kantin bang mul,kantor bang mul pamulang
88736,kargo supadio,kargo suparman sei sungai raya
88745,margonda tour & travel pt,margonda tour travel pt margonda raya pondok cina beji
88746,rajawali elektro,jenderal ahmad yani notaris 76 raja elektro rw 3 taman baru
88754,lorong basecam,lorong base muara bangko ranto baek baik
88771,istana sukajadi,istana suka sirnamanah notaris blok a pasteur sukajadi
88783,nasi goreng sapi dan kambing winong,nasi goreng sapi dan kambing win kaliurang
88812,jatisari regency 3,jati regency 3 mijen
88814,src junedi,src junior tani pringsewu utara
88823,semangat. ud,poncowati semanding ud budaya 
88846,j&t express pulo gebang,j t express pulo gebang sentra prima timur pulo gebang
88850,pt duta fajar barutama,pt duta fajar baru gong notaris 15 rw 1
88852,toko margono pertanian,toko margono pertamina kasinem kawedanan
88853,klinik ponsel,klinik pondok 
88869,madrasah aliyah pondok pesantren al-fathaniyah,madrasah aliyah pondok pesantren al fath mt haryono setu
88872,pt. multi elektrika solusindo,pt multi elektrik solusindo giri loka 1 serpong
88874,musholla al-ikhlas kedung pasar tasikmadu,musholla al ikhlas kedung pasar tasik pituruh
88913,sya-sya salon,raya sawo dukun sya salon 
88915,tanjung heran kel.,nakau kota kepah tanjung heran kel 
88945,masjid baiturrahim,masjid baiturrohim rambutan 
88951,kompleks smk uit tuwa,raya ruteng lab komplek smk uit tuwa 
88971,minang terima pesanan,minang terang pesanan jl raya koto baru koto baru koto baru
88972,prapta manunggal. ud,plamo sari raya 10 prapta manunggal ud 7 pedurungan kidul
88987,dameria,dame kapuas ban sembiring 
89026,ra al masoem,ra al masjid kebon kaltim 
89038,distro levmen 1,raya bojong distro levi 1 bojong
89039,gor lapangan futsal,goreng lapangan futsal a satriaw 
89075,studio musik origrace,studio musik original setia budi notaris 443
89097,diatas rumput hijau,diamon rumput hijau i gianyar gianyar
89099,offset setia usaha,office setia usaha krekot jaya sawah besar
89108,an-naajiyah herbal,an naajiyah herbal padang luah kota buk padang luah
89124,sekolah mengah pertama negeri 136,teladan 5 notaris 4 sekolah menara pertama negeri 136 1 tugu selatan koja
89136,pura melanting patemon,pura melan patemon raya peternak 
89145,listiana,listrik kudus undaan
89151,"delta sili 5, kawasan indu lippo cika",cendana ra 5 cicau delta silicon 5 kawasan industri lippo cikarang cikarang pusat
89156,new flash digital prinitng,new flash digital printing majapahit dajan peken
89167,toko bahan makanan,toko bahan makassar pendidikan 
89177,fun city - maspion square,fun city maspion square jenderal ahmad yani
89186,"gedung jaya, lantai 2 ruang 207",m h thamrin kebon sirih gedung jaya lantai 2 ruang 207 rta 2 rw 1 menteng
89189,taman pendidikan al-qur an tpq tpa muslimat nu,taman pendidikan al an tpq tpa muslimat nu raya timur balance kebandingan
89193,dewan pimpinan cabang persatuan wanita kristen indonesia (pwki),imam bon notaris 59c dewan pimpinan cabang persatuan wanita kristen indonesia pwki 
89240,government watch (gowa),government watch go patra kuningan utara setia budi
89246,surf bungalow bar & restaurant,surf bungalow bar restaurant 
89260,akhyla net,akhwat net by pass kolaka
89261,toko graphics,toko grapari raya cangkir
89266,syahwa grosir dan eceran pakaian,sya grosir dan eceran pakaian tanjung buntung
89274,madrasah aliyah negeri majenang,madrasah ali negeri majenang 
89306,karya kreatif furniture. ud,karya kreatif furniture ud poros sunggum malino tompobulu balang
89340,bandi wi-fi gratiss,bandi wi first gratiss mojopahit kaliwates
89434,martabak alim,raya jati kramat notaris 34 mart alim jatikramat jatiasih
89437,toko mekara jaya tasik,toko mek jaya tasik kh mustika cihideung
89446,salon indias,salon indah center panambungan mariso
89505,dr. nurhadi sp.og,dr nurhadi sp og jenderal sudirman kembang harum pasir penyu
89507,papajaya agung pt,papa agung pt sisinga manga 42
89520,komplek putroe aceh,komplek putera aceh reuloh
89538,kp.rawa hingkik rt003 008,jl perum elok samping gerbang perum elok cileungsi kp rawa hingkik rt003 cileungsi
89542,fadhilah allshop karawang,fadhilah allshop karaoke bintang alam 
89572,mangasa motor. ud,mang motor ud sultan hasanuddin somba opu upu 
89575,primagama english,prima english kertan iv semarang selatan
89579,kedai kopi wak'jess,kedai kopi wak basuki rahayu tanjungpinang timur bukit bestari
89595,santhi beauty salon,sandal beauty salon tukad paker panjer denpasar selatan
89606,bank uob indonesia kelapa gading,bank uob indonesia kel gading boulevard barat kel gading kelapa gading barat kelapa gading
89626,sarana bakar digdaya. pt,man kertosono notaris 44 sarana bakar digdaya pt rw 11 gubeng
89651,cv. gunung jaya,cv gunung jaya sisingama bukit shofa siantar sitalasari
89652,indomobil suzuki international pt,indomaret suzuki international pt purwakarta
89675,intrade globalindo. cv,intrade globalindo cv batu ampar balikpapan utara
89679,bangun inti s. cv,ban inti s cv dhar 
89780,startup house bali,raya sandal notaris 18 star house bali 
89798,chintya salon khusus wanita,chinese salon khusus wanita setia tinjomoyo
89815,pt mygin internasional,pt mygin international komplek trikora equator bengkong
89820,musholla desa krasak,musholla desa kramat raya ngemplak krasak
89829,texmaco graha busana. pt,texmaco graha busa pt simpang lima
89840,"gagargadung, jawatengah",gagargadung jawatengah raya wada wadaslintang
89846,musholla ar-rokhman,musholla ar rokhman ketiwijayan bayan
89859,toko susu kenzie,toko susu ken center ciracas
89876,toko siraja murah,toko siradj murah tebah 1 19 kebayoran baru
89895,morodadi,moro danau tondano dalam 4 kedungkandang
89908,warkop domino,warung dom udanawu
89946,cv aringka jaya mandiri,cv arin jaya mandiri kampung sumur utara klender duren sawit
89960,mcc computer -ho,pangkas antasari notaris 33 mcc computer ho 
89968,hammer,ham tanjung duren timur 2 rw 7 grogol petamburan
89973,rm seribu sayang loa bakung,rm seribu sayang loa bakery jakarta 
90004,langgar al-ikhlas,langgeng al ikhlas sawinyo lempake samarinda utara
90023,"smp negeri 7, jalan kartini 08 bojonegoro",smp negeri 7 jalan kartika 08 bojonegoro ra kartika 8 62195 bojonegoro
90026,kantor kelurahan kolakaasi,kantor kelurahan kolak abadi latambaga
90037,ady clothing.wadi olshop,ady clothing wadi olshop 
90051,intimas wisesa pt,inti wisesa pt industri x muktiharjo lor
90059,san-san cell,sandal cell raya kalijati p purwadadi
90084,apotek dhiannisa,apotek dhian hang tuah e 5 rejo sari
90087,grandpa's nk coffee and eats,masjid grand nk coffee and eats nyuh bulan notaris 2 ubud
90089,ud. tjeptje halim,ud tjeptje halim raya bogor kramat jati
90090,pp. miftahul ulum al-islamy,pp miftahul ulum al is 
90092,komplek garuda,sutera s ban barat 32 teluk dalam komplek garden rta 101 banjarmasin tengah
90102,omah kopi 88 maspink,omah kopi 88 maspion raya jombang sendang rejo
90113,komplek pilar langit utama pelaihari,komplek pilar lantai utama pelaihari pelaihari
90157,sd negeri. pasirjengkol 3,sd negeri pasirjengkol 3 pasir rela 
90188,grafia,gracia camp tan 
90195,mts al-furqon cileungsi,kampung tegal mts al furqon cileungsi cileungsi
90224,toko & copz centre rani,toko copz center rani ringinharjo harjo
90269,warung bundaran,warung bunderan ahmad yani
90271,alun - alun gunung kawi ( wonosari amphitheater ),wonosari alun alun gunung kawi wonosari amphitheater pesanan wonosari
90273,roti manis unyil cabang murung,roti manis unyil cabang mur jl tanjung rema sungai sipai martapura kota
90299,piscok ahh,ruko mega legenda notaris b3 21 pisang ahh baloi permai
90316,pramesti automobile,pramuka automobile raya kembar jati makmur
90325,kantor desa lembang,kantor desa lembaga pulau tujuh pamenang barat
90334,gamboel photocopy,gambiran photocopy raya solo 
90335,wartel surya,warung surya melati kepanjen kidul kepanjen kidul
90338,siliwangi bridge sukabumi,siliwangi cibatu siliwangi bri suka cisaat
90345,sd negeri kedawung 02,sd negeri kedaton 02
90352,zahrio snack,zahara snack suka mulya iv kemayoran
90366,mushalla nurul huda,musholla nurul huda r e martadinata 
90374,sd kr. tunas harapan,sd kr tunas harapan 
90403,cahaya utama cellular,cahaya utama cell s limi
90408,museum balla lompoa lembang,muslim balla lompoa lembang 
90412,apartemen city garden,kapuk apartment city garden 02 rta 7 14 11720 cengkareng
90416,martabak manis family,grendeng mart manis family purwokerto utara
90423,kantor advokat rawuh bahagia sh & rekan,kantor advokat rawuh bahagia sh rekan sumber sari
90429,sohia salon bp.narko,sohia salon bp n kh hasyim asy sukodono
90439,pt ateja - bandung,pt ateja bandung raya batu jajar ngamprah
90440,aa agen bus citra adi lancar,aa agen busana citra adi lantai raya karang 
90445,homestay pondok siva,home pondok siva 
90449,pintu utama bandata int syamsudin noor,pintu utama bandata intrax syamsudin noor syamsudin noor landasan ulin
90485,penginapan dekill,penginapan dek gunung batu wana wana sari
90521,pt bahasa technology solutionsbts,pt bahasa techno solutionsbts 14 febr tingkulu
90558,edi rhoma rezeky siregar,edi rhoma rezeki siregar taman sari 1 notaris 76 3 12440
90655,alfamrt p392 tnpr tana,alfamart p392 tnpr tanaman water 
90694,wartel mitra multi,warung mitra multi ki kemas umar
90702,pp. ummu salamah,pp ummu salatiga p antasari baluti kandangan
90724,pd. sinar saluyu putra,pd sinar salero putra raya bojongsoang lengkong
90725,la megogo tailor,la megah tailor raya bogor batu ampar
90764,fotocopy dan rental komputer hikmah,kahuman foto dan rental komputer hikmah klathak 57466
90769,alexis trans banyuwangi,alesha trans banyuwangi masjid rejo sari glagah
90773,sendok bebek,sentra bebek gajah mada notaris 58 rw 2 50133
90775,salon strawbery sidaraja,salon straw sidaraja gudang selatan kebon pisang sumur bandung
90785,bank danamon indonesia tbk. pt,bank danamon indonesia tbk pt jenderal gatot subroto gelora
90787,aula smkn 1 al-mubarkeya,aula smkn 1 al mubarok kayee lee ingin jaya
90789,lionair group,lion group cempaka kediri
90794,penang bistro kelapa gading,penang bisnis kel gading raya gading indah kelapa gading timur kelapa gading
90797,mtsn ketahun,mtsn ketapang 
90809,h. ridwan penginapan,h ridwan penginapan pempek tanjung redeb
90839,masjid nur mualaf,masjid nur mua 
90842,kb annahjul qowwim assalamah,kb anna qowwim assalamah raya dimensi lagadar
90857,pt multi power aditama,pt multi power adit veteran selatan
90877,ayam bakar bu juariyah,ayam bakar bu juar drono
90883,gerai bahira,gerai bahari karet 
90911,ud. purwanti,ud purwanti raya pakis pakis
90935,mukena eksklusif tasik,mukmin eksklusif tasik air tanjung gunung gede
90944,cafe d'score mingin asli,cafe d score minang asli medan t morawa limau manis
90952,club renang taruna bahari,club rental taruna bahari puri
90997,warnet taruna,warung taruna garu iii medan amplas
91007,yamina,yamaha durian 14 dangerakko wara
91011,marsha kost,market kost 
91019,"taman wisata polan, dk polan",polan taman wisata polsek dk polan polanharjo
91024,pekuburan katholik pangkalpinang,pekuburan katholik pangkal girimaya
91029,kesusu susuku susumu,kesusu sus susumu h o s cokroaminoto tegalrejo
91030,toko bidari underware,toko bid underware mekar sari
91041,ponpes choirul huda,pondok choirul huda raya rajeg 
91044,ponpes sabilul jannah,pondok sabilul jannah 
91068,"biro konsultasi hukum drs. josuana, s.h., m.m.",biro konsultasi hukum drs josuana s h m m gunung sindang harapan jaya
91077,nia aba garment,nia abadi garment jenderal sudirman
91082,cinem grapic studio,cinem gracia studio 
91120,"rahman 1mb, toko lina",rahayu 1mb toko lina jl palapa tellumpoccoe marusu
91144,toko mas cantik,toko masjid cantik padang tanjung karang pusat
91169,dicky's bakery,dicky s bakery karang gedangan
91170,export-import bank of republic of china,exportindo bank of republik of china jenderal sudirman notaris 616 rta 6 2 10220 tanah abang
91173,fathoni cabang kadungora bimbel,fath cabang kadungora bimbel 
91174,koperasi usaha az-zahra,koperasi usaha az zahra kel sawit pisang candi
91177,selaik bawak bageq,selera bawak bageq suradadi
91178,angkring jogja area 64,angkasa jogja area 64 kusuman mujahidin muju
91182,pardomuan kel.,pardomuan kel 
91183,angkringan sarkimpuul,angkringan sarkim sumber kepuh tanjunganom
91215,lamongan mas firman,kakap 9 lamongan masjid firman
91226,borodino cakes & cookies,boro cakes cookies cendana cihapit
91239,dian citra sarana. cv,dian citra sarana cv padang panjang timur
91247,lion parcel namira,lion parcel nam let sya sya tengkerang tengah marpoyan damai
91250,ud sumber bangunan,ud sumber bang imam bon 
91263,apotik sinar farma,apotek sinar farma jenderal ahmad yani 
91271,posyandu bitungsari,posyandu bitung tambaksari
91282,"rm. medan baru krekot, spesialis burung punai",rm medan baru krekot spesialis burung punai kreasi bun sawah besar
91287,transera motor,gang satria jaya notaris 104 transfer motor 
91295,bogamas,boga sido rejo
91316,bakmi bangka atet,bakmi ban atet amanah jelambar grogol petamburan
91318,annisa. cv,anni cv m yamin 
91323,al shobri fashion,al sholeh fashion 
91324,armiana,armi 
91326,peyuga toko-ho,peyuga toko ho mandal 
91330,nasi padang & ayam cobekan kk,sing nasi padang ayam cobekan kk 
91338,bengkel las cv. anugrah jaya,bengkel las cv anugrah jaya darul hikmah terong tawah
91356,saleati kel.,salemba kel saleati
91388,lancar jaya motor,lantai jaya motor aryo bebandem 
91405,makam ketapak dan beach,makam ketapang dan beach 
91406,mi swasta an nur gandasuli,mi swasta an nur ganda ganda suli
